subjectID,peak_amp,latency_peak,auc_0_2,slope_0_0.5,mean_1_2,recovery_time
60,1.1352476197519346,1.3382607010554113,0.7486279037114484,0.3815446138334905,0.6442051667836142,2.3019541731756057
61,1.1328949339882073,1.3109826997930634,0.9520049266640186,0.42934533107642237,0.6626503350723979,2.380235371560546
62,1.0933832930452725,1.3493905643016486,0.6887950363942168,0.3622881297057092,0.5896418686302419,2.2983027395271214
63,1.1610516319188902,1.358974114664305,1.0109069792930259,0.40302244583648833,0.7001111316896257,2.3608599512112547
64,1.1346680314929405,1.3470373025450764,0.8506536144202768,0.41434468637893246,0.6290233402726049,2.2673859142151254
65,1.1579286244392435,1.28968841495984,0.8820529219923372,0.46807665908278917,0.7422879580809212,2.3310817185230013
66,1.118351528578183,1.253707769185164,0.7948160708885857,0.3946454253372013,0.6166819832702923,2.31138041899278
67,1.1169708736389936,1.3592296837221591,0.9199398131736549,0.4044621350914413,0.6599848810187112,2.370189068340855
68,1.1505546959488755,1.3138417573749737,1.031770490743922,0.4538205736674411,0.7268617727051113,2.3319459014334893
69,1.064363017735697,1.269161090825371,0.7609955973130431,0.36992083191813385,0.5949415438917871,2.399471440643363
70,1.0980994827383417,1.3108139882489604,0.9038502607130539,0.4136422612568589,0.6909380117873926,2.3692298455064376
71,1.1373104605275426,1.3605804655071667,1.0313735556310246,0.442964776684387,0.7063570214121176,2.259910583514695
72,1.1481440026930434,1.2707869823128946,1.0277156641974352,0.4466851123857267,0.7259395832906871,2.3423097719358013
73,1.165802361548797,1.30781491802251,0.9888642456545629,0.4210064231660838,0.6665037551161412,2.29993922783068
74,1.088372504701586,1.2297922950791476,1.0195814688054334,0.41631847147828777,0.6766034496334133,2.279792295079148
75,1.1335656460613064,1.3445701378505528,0.8314676434468182,0.36023376944379687,0.5762820481980869,2.2502776956081885
76,1.1331849908539535,1.299247988214219,0.8175335256827846,0.3522007631035606,0.5985006174517429,2.118457742338153
77,1.1380993496313494,1.3705571970593942,0.9988056179710432,0.4169786861562213,0.654311212008258,2.2306948982013592
78,1.1869642129388926,1.3416466717794042,1.0687571992504608,0.43561992917443726,0.7194333375455053,2.279193360670658
79,1.100399325770658,1.2907169114559969,0.9331390613942478,0.41656475472449195,0.6994501004857915,2.2604143672972272
80,1.1658249575319786,1.3614824040509006,1.0356407466602457,0.46337904235442007,0.7147809060702276,2.349106831413806
81,1.142411874956077,1.250087114607147,0.8557478114319821,0.38862985762183283,0.6420191626090297,2.278231672856609
82,1.1428237260033365,1.2893928343865757,0.8702003685290619,0.42183652043393166,0.6448684814102613,2.2005943388950784
83,1.1398583221254588,1.3919701614605953,1.1066682722017909,0.4120413183628501,0.6465860072842047,2.309512147787002
84,1.0919307673807344,1.2698812996271256,0.8586262373085687,0.4143830119555737,0.6725715979987469,2.203705887378627
85,1.1189162028339512,1.329989569386735,0.8794574627428882,0.4273943241742602,0.6850788995510837,2.22319975638654
86,1.1449101348217787,1.3101075635953567,0.8470669765548091,0.37661717211109025,0.6122321085715312,2.2221784417804216
87,1.1674779077822135,1.2841885470637877,0.8414641551876748,0.38463586807589917,0.6142083024286857,2.128354617957768
88,1.1418207840085342,1.1882285373674668,0.9769775459221399,0.5087959947644639,0.767723859340383,2.350747320228985
89,1.17917637891138,1.2617854825373072,0.9296532989161237,0.4506966905591211,0.7144628690310759,2.389188630932867
90,1.1239940908442116,1.3198839434040253,0.885656786240028,0.43132317641494244,0.6572539335617507,2.23035784306204
91,1.166251552058715,1.2585675852580942,0.9998042069801518,0.45271933240713574,0.6916001714341813,2.220424636468078
92,1.1206906577627256,1.277068463239723,0.8551298468271563,0.43312924483784065,0.6432744866949829,2.291713362827015
93,1.156616056316671,1.3189040678600896,0.7616422085838057,0.41258877382294473,0.6514508530247766,2.201967596728504
94,1.129413828647878,1.250983010870739,0.8560394509740807,0.44504941942218684,0.705363674536769,2.3472561014563498
95,1.0977570129160807,1.239160285869971,0.8404469195212361,0.39001784527216077,0.6196922656495077,2.310670460702433
96,1.1667786279670942,1.2529907856512588,1.0203512907422498,0.4550388544708137,0.7313098660124636,2.1800178328795976
97,1.1722446639052968,1.2694080340343574,0.8410175184501442,0.46240864808427773,0.6862038377135745,2.379879705941937
98,1.152470948761756,1.211007102908808,0.8515640944658331,0.38620322298314624,0.6666279004923795,2.259871972781893
99,1.1254574340438637,1.2728673342484291,1.0221503410441517,0.43808131566482594,0.7025666945078484,2.332302628701296
100,1.144500016172771,1.228264514747343,0.9891581100699471,0.4538458875125019,0.6791001322972993,2.099204445172924
