subjectID,peak_amp,latency_peak,auc_0_2,slope_0_0.5,mean_1_2,recovery_time
1,1.0941601565226784,1.312718220211739,0.6153081848446138,0.2714652133763296,0.44166940879949984,2.191483889926728
2,0.9126983022680712,1.4113160283454638,0.5213671931491068,0.22300306773228298,0.3774863176426779,2.249656478697661
3,0.9726056492084848,1.2889362676206286,0.5401288274815204,0.2683245923346286,0.4064879955451885,2.23975559803545
4,1.0874941566119607,1.388032176657094,0.5615249973305957,0.25832122335542446,0.40317154822813084,2.1896375397341408
5,1.0736197444350906,1.2928089601766133,0.6502943034849413,0.29088184495510694,0.4418396527392534,2.271892810762073
6,1.0547440083302493,1.299555549879635,0.4862624935404184,0.26785425549655595,0.4090116782455168,2.3073754773488244
7,1.0037874416302817,1.1384607952231571,0.48290581008897365,0.2368190250271248,0.39456047004770034,2.289157630518971
8,1.1536964218475925,1.3030208076590155,0.5763013606048168,0.29104165076011157,0.47044531535047296,2.318151326119456
9,1.0398168055791768,1.249433847761518,0.5286916834097526,0.2584714392110419,0.4202322012387886,2.2034066511411754
10,1.09856181429455,1.2828083453173835,0.4307795077464056,0.22641000545596543,0.3923476430904777,2.0610369649261475
11,1.1489156428902647,1.337857593108799,0.47327027583052,0.21959489490167788,0.35436062575706806,2.209893091360071
12,0.9989324830740124,1.2904932362760702,0.5309340790806744,0.25755467200822674,0.43477193869459946,2.2521477713954905
13,1.059610169506875,1.2991683422998634,0.540197163332442,0.24767977993862486,0.4069045020658485,2.1810109265995137
14,1.0854709553582709,1.2800132243331763,0.5206157609292846,0.2583705237851627,0.39552485406271887,2.278662228140915
15,0.9714553826776182,1.2683340035383697,0.48467693082933105,0.24653057986001403,0.39359055905239865,2.22163203632492
16,1.127058378279718,1.312299815533032,0.7807418489561264,0.33918163962288084,0.5527035906573676,2.2613694365849977
17,1.1289516704784828,1.3492173014701998,0.5084953507590325,0.24620002267963786,0.3971205447519034,2.2501462392411087
18,0.981784041003274,1.3189451494460938,0.5676195782394566,0.26191334208018285,0.40600962042660843,2.277244326465417
19,1.1141025503376878,1.3026433777755275,0.6643411988227412,0.2788682340672095,0.443631795249755,2.20042382691287
20,1.0945917884876777,1.4112267984282,0.5618811791189032,0.25040445272935197,0.39901981437511247,2.229988314042257
21,1.02185762140641,1.3000168565884276,0.5609593132906943,0.23725129789598126,0.38347545981913017,2.203149578312648
22,1.1084647506567378,1.3582990783783495,0.48973973719445607,0.22865959969159858,0.3916808834749915,2.3480302655015284
23,0.9913425555870984,1.2798598651760225,0.5227071857858676,0.3003108547056387,0.441227517822154,2.272047328428896
24,1.0842647932719651,1.292602534335382,0.5767307388413228,0.29130515235533433,0.4451388958440827,2.230043083769271
25,0.8050232978679948,1.342019639308594,0.5986571839153416,0.19856559744889685,0.3426958223023447,2.16899348851456
26,1.0902398906266113,1.2404690295085266,0.6281718433127857,0.2510745137322789,0.3978638826917165,2.2817044189895648
27,1.0980157322912434,1.2594084566605674,0.5167699653326144,0.2753728062437079,0.4384275002509897,2.250690037913173
28,1.096815489510809,1.339508829171834,0.462908006174708,0.272876541516873,0.4218912591559974,2.250702477012737
29,1.1015501323910142,1.380352085833808,0.6634647109134453,0.299115900411419,0.4540979979612684,2.229938660560585
30,0.8762313960731538,1.458505943544108,0.4217639893216053,0.2093831166531048,0.3518661891402212,2.1894053624580634
31,1.0786832585385706,1.2686437684448375,0.8204295340493939,0.32944487029891695,0.5091210462567307,2.1903538660275275
32,1.132645918035546,1.289326786768899,0.6160479925723812,0.2814953566813773,0.4660477358090047,1.983049595260196
33,1.1307217400526697,1.2895204816581762,0.7660371566585719,0.4016997917417958,0.6660724799456025,2.3485344168907143
34,1.1280017172447645,1.3781045620126462,0.9600645019863646,0.4154088685493491,0.6665147536503707,2.2086186108777355
35,1.125130849743226,1.3583466116271206,1.0170956324120777,0.4337433665716905,0.7009894728537583,2.2803350975392336
36,1.1035367351853156,1.3009194458181037,0.9994339671636634,0.4322189934986787,0.6984790416120977,2.3594944157446216
37,1.139773770682591,1.3210028932560198,0.9864528441775466,0.417820310773788,0.674450861839424,2.181692271460948
38,1.0943070675808233,1.3408560823557811,0.9906358741372093,0.3939455087280423,0.6522056899333908,2.269069798086856
39,1.0899883844836054,1.3702524143754475,0.6111572943714645,0.3748024735452524,0.5859636982405115,2.127939524391436
40,1.1042182102457976,1.351579536132178,0.856027942305068,0.3903346029009408,0.5983537788055946,2.259896726053206
41,1.141461200261778,1.2006612158258072,0.7880153860526193,0.39392072623212115,0.6134094196824136,2.243227052737723
42,1.1352525072792887,1.241828690172645,0.7855180912097738,0.340634601980645,0.5818429051734937,2.30148636352955
43,1.1615810855643385,1.3574028874729518,0.9218929581789358,0.40014144059974854,0.6492526911694045,2.228978153733701
44,1.178611171907519,1.3609124798434435,0.9357107679139431,0.3873714201818852,0.6096165960930839,2.249230285648095
45,1.0977515379133462,1.1977223212371082,0.8765477897778011,0.3952879485700096,0.6476281828830137,2.2445575307852166
46,1.1531284047319508,1.2920395810809095,0.8679917601148752,0.41968842386682786,0.6345133686507235,2.3317145841945943
47,1.2732241821208332,1.0418013616895818,1.029841213770153,0.44821545640321253,0.6984577140036714,2.3511428450900187
48,1.1327617877039005,1.228588670567031,1.02042950658607,0.4209856790456673,0.7123330609392147,2.319252428047669
49,1.0928947848438555,1.3703731531815888,0.9574294971525286,0.4205052208864488,0.6145749549980865,2.232217818523877
50,1.1006261699926716,1.293221431662329,0.9496486526821595,0.37237629987307397,0.617342800080831,2.211331884681864
51,1.04899459312396,1.2804396596326617,0.8474919229247269,0.38797032063233006,0.5987351156738855,2.308635318624936
52,1.1099132582573603,1.3495308680040026,0.950650256602841,0.37179225897167845,0.6200849651641444,2.300457484194922
53,1.126006120447372,1.3732115179395674,0.8934689093934575,0.4192093899693149,0.6499928605421457,2.377662901380021
54,1.102886417511855,1.3873028628030777,1.01434570137805,0.39363916445565883,0.6188280565068921,2.219391595429522
55,1.1404385569912423,1.261084553644381,1.0016640669470374,0.45426210609030315,0.7355811737314255,2.397870088672636
56,1.1252897172281702,1.358474347091651,0.998731596320714,0.4498755289936604,0.70096358309182,2.3980758818850427
57,1.1389975420267682,1.3607421886197848,1.0360047809128696,0.43065698466072366,0.7121419171001562,2.3405391980292847
58,1.108760671236792,1.3423959309718567,1.0006928135355937,0.45850671251634695,0.6718896050439077,2.33229791563385
59,1.1175278901345418,1.2914874918798491,0.7861321220931972,0.38808560641389356,0.6022140207442366,2.181690815372221
